name,m_sin_i__jupiter,axis_semi_major__au,period_orbital__day,eccenricity_orbital,w__deg,periastron_time__jd,velocity_semiaplitude__ms,reference_orbit,reference_first
Kepler-329 b,,0.0744278,7.416397,,90.0,2454968.85335,,Rowe 2014,Rowe 2014
Kepler-179 b,,0.0382833,2.7359259999999996,,90.0,2455004.09382,,Rowe 2014,Rowe 2014
Kepler-1080 b,,0.36645500000000003,77.2548396,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-176 b,,0.0604835,5.4330739999999995,,90.0,2454971.36967,,Rowe 2014,Rowe 2014
WASP-104 b,1.26427,0.029193900000000002,1.7554136999999999,0.0,,,202.7,Smith 2014,Smith 2014
WASP-83 b,0.296234,0.0590285,4.971252,0.0,90.0,,32.9,Hellier 2015,Hellier 2015
GJ 536 b,0.0169649,0.06661080000000001,8.7076,0.08,288.7,,2.6,Suarez Mascareno 2017,Suarez Mascareno 2017
Kepler-1095 b,,0.0504666,4.27103091,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1170 b,,0.0842697,9.98969327,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-310 c,,0.28808,56.47541999999999,,90.0,2454976.8130900003,,Rowe 2014,Rowe 2014
Kepler-339 b,,0.057054499999999994,4.977656,,90.0,2454967.67151,,Rowe 2014,Rowe 2014
Kepler-124 d,,0.192925,30.950851,,90.0,2454986.83698,,Rowe 2014,Rowe 2014
Kepler-52 c,,0.10280999999999998,16.3850021,,,,,Steffen 2013,Borucki 2011
Kepler-1132 b,,0.295466,62.8916228,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1265 b,,0.060774199999999994,6.49441289,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1494 b,,0.390823,91.08048199999999,0.0,90.0,,,Morton 2016,Morton 2016
WASP-99 b,2.77639,0.07164580000000001,5.75251,0.0,90.0,2456224.9824,242.2,Hellier 2013,Hellier 2013
HD 100777 b,1.1650200000000002,1.03378,383.70001,0.36,202.7,2453456.2,34.9,Naef 2007,Naef 2007
Kepler-818 b,,0.0891946,10.03538581,0.0,90.0,,,Morton 2016,Morton 2016
HAT-P-5 b,1.0539100000000001,0.0407152,2.788491,0.0,90.0,2454241.7766299997,138.0,Bakos 2007,Bakos 2007
Kepler-1381 b,,0.16675299999999998,25.384268600000002,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-125 b,,0.0506571,4.164389,,90.0,2455004.08676,,Rowe 2014,Rowe 2014
Kepler-193 b,,0.09906430000000001,11.38848,,90.0,2455007.55117,,Rowe 2014,Rowe 2014
Kepler-1078 b,,0.0399419,3.00725242,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-585 b,,0.037917,2.75235975,0.0,90.0,,,Morton 2016,Morton 2016
HD 222582 b,7.6300300000000005,1.3365799999999999,572.38,0.725,319.01,2450706.7,276.3,Butler 2006,Vogt 2000
Kepler-119 c,,0.050338,4.125103,,90.0,2454966.64137,,Rowe 2014,Rowe 2014
GJ 273 e,0.028541300000000002,1.02111,699.81424883,0.623344,332.835,2455925.024928304,1.9069900000000002,Astudillo-Defru 2017 (corrected; private communication),Astudillo-Defru 2017
Kepler-558 b,,0.175021,29.00790538,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-670 b,,0.038900800000000006,2.81650485,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-770 c,,0.0248451,1.47532231,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1188 b,,0.131797,17.1369543,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-434 b,2.85432,0.114265,12.874709900000001,0.131,82.0,,221.0,Almenara 2015,Borucki 2010
Kepler-1398 c,,0.052542700000000005,4.13827595,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-16 b,,0.646795,228.77599999999998,0.0069,318.0,2455346.5,,Doyle 2011,Borucki 2011
Kepler-32 d,,0.12806900000000002,22.7802,0.0,90.0,2454988.2,,Fabrycky 2012,Borucki 2011
Kepler-58 c,,0.11998199999999999,15.5741568,,,,,Steffen 2013,Batalha 2013
Kepler-758 b,,0.108438,12.1097104,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1122 b,,0.230686,42.1917357,0.0,90.0,,,Morton 2016,Morton 2016
K2-26 b,,0.0962142,14.5665,,,,,Schlieder 2016,Schlieder 2016
Kepler-1534 b,,0.0604111,5.71668872,0.0,90.0,,,Morton 2016,Morton 2016
WASP-33 b,0.0,0.0255483,1.21986983,0.0,90.0,2454590.17948,0.0,Collier-Cameron 2010,Christian 2006
HD 128311 b,1.4572,1.08649,454.2,0.345,63.0,2453835.0,46.5,Wittenmyer 2009,Butler 2003
HD 181433 d,0.535482,3.02208,2172.0,0.48,330.0,2452154.0,11.3,Bouchy 2009,Bouchy 2009
TrES-1 b,0.752484,0.0392516,3.030065,0.0,90.0,2453901.9037200003,115.2,Alonso 2004,Alonso 2004
KELT-10 b,0.6801,0.0525079,4.1662739,,,,80.0,Kuhn 2016,Kuhn 2016
HD 4208 b,0.807457,1.65355,828.0,0.052000000000000005,345.0,2451040.0,19.06,Butler 2006,Vogt 2002
Kepler-773 b,,0.0478522,3.74910006,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-62 e,,0.426299,122.3874,0.13,292.62,2454932.038,,Borucki 2013,Borucki 2011
Kepler-120 b,,0.06684580000000001,6.312501,,90.0,2454965.65419,,Rowe 2014,Rowe 2014
HD 5388 b,1.9650900000000002,1.7634900000000002,777.0,0.4,324.0,2454570.0,41.7,Santos 2010,Santos 2010
HIP 65426 b,,,,,,,,Chauvin 2017,Chauvin 2017
Kepler-1393 b,,0.034903199999999995,2.44357812,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1001 b,,0.111348,14.30511983,0.0,90.0,,,Morton 2016,Morton 2016
CoRoT-10 b,2.75448,0.10546300000000002,13.2406,0.53,218.9,2454990.85,301.0,Bonomo 2010,Bonomo 2010
Kepler-1309 b,,0.17435799999999999,28.8432647,0.0,90.0,,,Morton 2016,Morton 2016
11 UMi b,11.0873,1.53498,516.22,0.08,117.63,2452861.04,189.7,Dollinger 2009,Dollinger 2009
Kepler-286 d,,0.0640044,5.914323,,90.0,2454966.48698,,Rowe 2014,Rowe 2014
Kepler-338 c,,0.16423800000000002,24.310856,,90.0,2454970.04147,,Rowe 2014,Rowe 2014
WASP-138 b,1.20529,0.0491772,3.634433,0.0,90.0,2457326.62183,141.0,Lam 2017,Lam 2017
HD 76920 b,3.94504,1.14933,415.4,0.856,352.9,,186.8,Wittenmeyer 2017,Wittenmeyer 2017
WASP-62 b,0.562022,0.056718700000000004,4.411953,0.0,90.0,2455855.39195,60.0,Hellier 2012,Hellier 2012
Kepler-496 b,,0.0763472,8.30864937,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1641 c,,0.20765,32.657212,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1616 b,,0.0745798,6.76284377,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-300 c,,0.23162,40.714954999999996,,90.0,2454979.56443,,Rowe 2014,Rowe 2014
Kepler-1582 b,,0.0366252,4.83817712,0.0,90.0,,,Morton 2016,Morton 2016
HD 4732 c,2.3649299999999998,4.60219,2732.0,0.23,118.0,2456093.0,24.4,Sato 2013,Sato 2013
Kepler-258 c,,0.203997,33.653079,,90.0,2454980.79807,,Rowe 2014,Rowe 2014
Kepler-555 b,,0.126633,16.21775407,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1270 b,,0.07042480000000001,6.03356196,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-632 b,,0.187138,30.99660733,0.0,90.0,,,Morton 2016,Morton 2016
kappa CrB b,1.9747,2.71619,1300.0,0.125,83.1,2453899.0,27.3,Bonsor 2013,Johnson 2008
Kepler-25 b,,0.0702822,6.2385,0.0,90.0,,2.8,Marcy 2014,Borucki 2011
HD 99492 b,0.106179,0.12190799999999999,17.0431,0.254,219.0,2450468.7,9.8,Butler 2006,Marcy 2005
Kepler-167 c,,0.0681548,7.406097,,90.0,2454967.07393,,Rowe 2014,Rowe 2014
Kepler-291 b,,0.045513599999999994,3.546511,,90.0,2454967.90112,,Rowe 2014,Rowe 2014
HD 204941 b,0.26689,2.5542700000000003,1733.0,0.37,228.0,2456015.0,5.94,Dumusque 2011,Dumusque 2011
HD 42618 b,,0.554288,149.61,0.19,101.0,,,Fulton 2016,Fulton 2016
K2-33 b,,0.0498037,5.4248650000000005,0.0,90.0,2456898.6928,,Mann 2016,David 2016
Kepler-664 b,,0.036415699999999995,2.52559332,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1051 b,,0.19332,25.96200249,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-603 d,,0.06639060000000001,6.2171292000000005,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-218 d,,0.0,124.52446470000001,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-332 d,,0.20624699999999999,34.21154,,90.0,2454987.57732,,Rowe 2014,Rowe 2014
HD 196050 b,2.8434,2.51056,1378.0,0.228,187.0,2450843.0,49.7,Butler 2006,Jones 2002
WASP-11 b,0.539752,0.0436466,3.722465,0.0,90.0,2454473.05588,82.1,West 2009,West 2009 ; Bakos 2009
HD 111232 b,6.841819999999999,1.9748900000000003,1143.0,0.2,98.0,2451230.0,159.3,Mayor 2004,Mayor 2004
HD 117618 b,0.176652,0.174852,25.826999999999998,0.42,254.0,2450832.2,12.8,Butler 2006,Tinney 2005
Kepler-192 c,,0.15002000000000001,21.2234,,90.0,2455003.3746,,Rowe 2014,Rowe 2014
HD 180902 b,1.56395,1.38103,479.0,0.09,300.0,2454858.2914,30.7,Johnson 2010,Johnson 2010
Kepler-671 b,,0.0510769,4.28095859,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1263 b,,0.0507142,4.55139967,0.0,90.0,,,Morton 2016,Morton 2016
HIP 12961 b,0.35431399999999996,0.25497,57.435,0.166,272.0,2454428.4,24.71,Forveille 2011,Forveille 2011
Kepler-1357 b,,0.0398164,3.0091324,0.0,90.0,,,Morton 2016,Morton 2016
HD 63454 b,0.38456599999999996,0.0362523,2.8180490000000002,0.0,87.3,2455583.24,64.19,Kane 2011,Moutou 2005
Kepler-460 c,,0.729773,220.1303357,0.0,90.0,,,Morton 2016,Morton 2016
BD +48 738 b,1.2654,1.1123399999999999,392.6,0.2,358.9,2454457.2,31.9,Gettel 2012,Gettel 2012
Kepler-560 b,,0.09546929999999999,18.47764449,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-62 c,,0.09285589999999999,12.4417,0.186815,254.476,2454960.6659999997,,Borucki 2013,Borucki 2013
Kepler-371 c,,0.325944,67.96801500000001,,90.0,2454996.5629,,Rowe 2014,Rowe 2014
Kepler-909 b,,0.119407,13.93290318,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-732 b,,0.06905130000000001,9.46781405,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-724 b,,0.0420086,3.31494634,0.0,90.0,,,Morton 2016,Morton 2016
NGC 2423 3 b,6.631060000000001,1.6555,714.3,0.21,18.0,2453213.0,137.6,Lovis 2007,Lovis 2007
Kepler-227 b,,0.0877115,9.488014999999999,,90.0,2455003.5389900003,,Rowe 2014,Rowe 2014
Kepler-33 c,,0.118876,13.17562,0.0,90.0,2454976.6764,,Lissauer 2012,Borucki 2011
Kepler-1280 b,,0.34156,66.5579057,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1383 b,,0.12225499999999999,13.909358300000001,0.0,90.0,,,Morton 2016,Morton 2016
WASP-118 b,0.515254,0.054517899999999994,4.0460435,0.0,90.0,2456787.81423,54.6,Hay 2016,Hay 2016
Kepler-938 b,,0.267315,52.6298417,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-275 b,,0.09265110000000001,10.300682,,90.0,2454975.73999,,Rowe 2014,Rowe 2014
TRAPPIST-1 d,,0.022200900000000003,4.049958999999999,0.0,90.0,2457670.14227,,Delrez 2018,Gillon 2017
HD 238914 b,,5.70035,4100.0,0.56,318.0,2460540.0,,Adamow 2018,Adamow 2018
HD 13908 b,0.865,0.153755,19.382,0.046,185.0,2455750.93,55.3,Moutou 2013,Moutou 2013
HD 50499 b,1.74473,3.87172,2457.8717,0.253675,258.79900000000004,2451220.0519999997,23.0219,Vogt 2005,Vogt 2005
CoRoT-14 b,7.568230000000001,0.0269122,1.51214,0.0,90.0,2454787.6694,1230.0,Tingley 2011,Tingley 2011
Kepler-1542 e,,0.0568105,5.10115756,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-820 b,,0.532115,127.8338098,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-521 b,,0.170471,22.20813214,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1136 b,,0.0311079,2.36172433,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-176 d,,0.170666,25.751974,,90.0,2454969.4495099997,,Rowe 2014,Rowe 2014
Kepler-319 d,,0.196363,31.781925,,90.0,2454967.86667,,Rowe 2014,Rowe 2014
Kepler-832 b,,0.07057580000000001,7.139694099999999,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-80 d,,0.0413591,3.072186,,90.0,2454967.02149,,Rowe 2014,Rowe 2014
Kepler-155 b,,0.06412609999999999,5.9311940000000005,,90.0,2455007.79655,,Rowe 2014,Rowe 2014
Kepler-342 d,,0.22683299999999998,39.459357000000004,,90.0,2454969.46152,,Rowe 2014,Rowe 2014
Kepler-1015 b,,0.14196199999999998,16.00494214,0.0,90.0,,,Morton 2016,Morton 2016
CoRoT-4 b,0.7174189999999999,0.09031660000000001,9.20205,0.0,90.0,2454141.36416,63.0,Moutou 2008,Moutou 2008 ; Aigrain 2008
Kepler-610 c,,0.575052,151.86392,0.0,90.0,,,Morton 2016,Morton 2016
HAT-P-19 b,0.29212899999999997,0.0466409,4.0087779999999995,0.067,256.0,2454798.988,42.0,Hartman 2011,Hartman 2011
tau Gem b,20.3246,1.17509,305.5,0.031,137.4,2453270.7,350.2,Mitchell 2013,Mitchell 2013
Kepler-396 b,,0.227505,42.99,,,,,Xie 2014,Xie 2014
Kepler-736 b,,0.043727999999999996,3.60147201,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-784 b,,0.195581,31.5922646,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-825 c,,0.08025139999999999,8.1818246,0.0,90.0,,,Morton 2016,Morton 2016
HD 154857 c,2.57917,5.35635,3452.0,0.06,352.0,2455219.0,24.2,Wittenmyer 2014,O'Toole 2007
Kepler-1037 b,,0.019088900000000002,1.06378867,0.0,90.0,,,Morton 2016,Morton 2016
K2-31 b,1.75232,0.0221125,1.25785,0.0,90.0,2457191.7088900004,350.9,Grziwa 2016,Dai 2016
Kepler-1425 b,,0.114954,14.4541302,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-24 c,,0.105496,12.3318,0.0,90.0,2454970.586,,Ford 2012,Borucki 2011
Kepler-47 c,,0.895669,303.158,0.0,,,,Orosz 2012,Orosz 2012
GJ 163 b,0.033875999999999996,0.0606753,8.631,0.11,97.0,2455042.253,6.22,Bonfils 2013,Bonfils 2013
Kepler-133 c,,0.195273,31.517585999999998,,90.0,2455018.15322,,Rowe 2014,Rowe 2014
Kepler-919 b,,0.10169700000000001,11.04603384,0.0,90.0,,,Morton 2016,Morton 2016
HIP 116454 b,0.037439599999999996,0.0784741,9.1205,0.205,-59.1,,4.41,Vanderburg 2015,Vanderburg 2015
Kepler-924 b,,0.31693499999999997,61.03701170000001,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-988 b,,0.109153,17.76080053,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-33 f,,0.253499,41.02902,0.0,90.0,2455005.5,,Lissauer 2012,Borucki 2011
Kepler-116 b,,0.0643964,5.9687339999999995,,90.0,2454970.15762,,Rowe 2014,Rowe 2014
Kepler-869 b,,0.228204,40.4287755,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-848 b,,0.0712451,6.91134416,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-107 c,,0.05647050000000001,4.901425,,90.0,2454971.6074200002,,Rowe 2014,Rowe 2014
Kepler-84 e,,0.178021,27.434389000000003,,90.0,2454978.1254,,Rowe 2014,Rowe 2014
Kepler-109 b,,0.0689299,6.48163,0.0,,,0.29,Marcy 2014,Marcy 2014
Kepler-764 b,,0.071869,7.33683936,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-734 b,,0.061924599999999996,6.10485286,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-315 b,,0.410606,96.101141,,90.0,2455020.73232,,Rowe 2014,Rowe 2014
Kepler-837 b,,0.120447,16.56059504,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-639 b,,0.0962449,10.21420496,0.0,90.0,,,Morton 2016,Morton 2016
KIC 11442793 f,,0.519687,124.9144,,,,,Cabrera 2014,Cabrera 2013
Kepler-1208 b,,0.0903224,11.08507637,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1238 b,,0.0551406,4.14787559,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-586 b,,0.0314856,2.10472218,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-757 b,,0.0203817,1.02267882,0.0,90.0,,,Morton 2016,Morton 2016
HD 2039 b,5.92499,2.19755,1120.0,0.715,344.1,2452041.0,153.0,Butler 2006,Tinney 2003
K2-16 c,,0.122878,19.07863,,,,,Sinukoff 2016,Montet 2015
Kepler-128 c,,0.16630599999999998,22.804000000000002,,,,,Xie 2014,Xie 2014
Kepler-170 b,,0.07782939999999999,7.930592,,90.0,2455002.51582,,Rowe 2014,Rowe 2014
HD 34445 d,0.0961265,0.48122600000000004,117.87,0.027000000000000003,250.0,,3.81,Vogt 2017,Vogt 2017
Kepler-36 c,,0.128401,16.23855,0.0,90.0,2454955.9132,,Carter 2012,Carter 2012
Kepler-247 d,,0.14648599999999998,20.477912,,90.0,2455011.66798,,Rowe 2014,Rowe 2014
Kepler-136 b,,0.100165,11.5789,,90.0,2455008.58649,,Rowe 2014,Rowe 2014
XO-2 b,0.566437,0.036836900000000006,2.615857,0.0,90.0,2454147.74902,85.0,Burke 2007,Burke 2007
Kepler-859 b,,0.136122,20.38177573,0.0,90.0,,,Morton 2016,Morton 2016
HD 191806 b,8.57451,2.8107900000000003,1606.3,0.259,4.0,2455014.0,140.5,Diaz 2016,Diaz 2016
Kepler-305 d,,0.12806199999999998,16.738660999999997,,90.0,2455192.41608,,Rowe 2014,Rowe 2014
Kepler-120 c,,0.10705899999999999,12.794585000000001,,90.0,2454963.76464,,Rowe 2014,Rowe 2014
Kepler-393 b,,0.0858179,9.182417,,90.0,2454967.04813,,Rowe 2014,Rowe 2014
Kepler-96 b,0.0261659,0.125499,16.23844,0.0,90.0,,2.1,Marcy 2014,Marcy 2014
Kepler-11 d,0.0191935,0.154764,22.6845,0.0036054999999999998,146.31,2455597.5330000003,1.426,Lissauer 2013,Lissauer 2011
Kepler-1497 b,,0.0819289,8.74199772,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1257 b,,0.0363506,2.66831376,0.0,90.0,,,Morton 2016,Morton 2016
GJ 1132 b,0.005279600000000001,0.015326300000000001,1.628931,0.0,90.0,2457184.55786,2.85,Bonfils 2018,Berta-Thompson 2015
HD 187085 b,0.8036939999999999,2.02754,986.0,0.47,94.0,2450912.0,17.0,Jones 2006,Jones 2006
HD 118203 b,2.13623,0.07029969999999999,6.1335,0.309,155.7,2453394.23,217.0,Da Silva 2006,Da Silva 2006
Kepler-833 b,,0.11905299999999999,18.7546998,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-106 b,,0.0657994,6.16486,0.0,,,0.05,Marcy 2014,Marcy 2014
HATS-17 b,1.3412600000000001,0.130891,16.254610999999997,0.028999999999999998,,,99.1,Brahm 2016,Brahm 2016
Kepler-198 d,,0.0228923,1.31184443,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-464 b,,0.0781697,7.25696522,0.0,90.0,,,Morton 2016,Morton 2016
WASP-63 b,0.377818,0.057459199999999995,4.378080000000001,0.0,90.0,2455921.6527,39.0,Hellier 2012,Hellier 2012
HD 103720 b,0.62047,0.0498148,4.5557,0.086,262.0,2455387.46,89.0,Moutou 2015,Moutou 2015
HD 224538 b,6.02254,2.42516,1189.1,0.46399999999999997,23.0,,107.0,Jenkins 2017,Jenkins 2017
Kepler-30 b,,0.185524,29.334,0.042,329.0,2455237.133,,Sanchis-Ojeda 2012,Borucki 2011
Kepler-836 b,,0.0998849,11.36112327,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-214 c,,0.183794,28.7798,,90.0,2455026.30447,,Rowe 2014,Rowe 2014
Kepler-946 b,,0.0993188,11.79162572,0.0,90.0,,,Morton 2016,Morton 2016
HD 175167 b,7.77836,2.40085,1290.0,0.54,342.0,2453598.0,161.0,Arriagada 2010,Arriagada 2010
Kepler-273 b,,0.0401325,2.936532,,90.0,2454968.71482,,Rowe 2014,Rowe 2014
Kepler-461 b,,0.0797776,8.31378306,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1603 b,,0.036038,2.27163926,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-323 c,,0.045576099999999994,3.5538220000000003,,90.0,2454967.64078,,Rowe 2014,Rowe 2014
Kepler-84 d,,0.0511438,4.224537000000001,,90.0,2454968.43327,,Rowe 2014,Rowe 2014
Kepler-267 c,,0.07077689999999999,6.87745,,90.0,2454965.08303,,Rowe 2014,Rowe 2014
HAT-P-16 b,4.1951,0.041327499999999996,2.77596,0.036000000000000004,214.0,2455025.754,531.1,Buchhave 2010,Buchhave 2010
TrES-4 b,0.913019,0.050924300000000006,3.5539449999999997,0.0,90.0,2454230.9053,97.4,Mandushev 2007,Mandushev 2007
Kepler-231 c,,0.140675,19.271566,,90.0,2455019.76907,,Rowe 2014,Rowe 2014
NGC 4349 127 b,9.88561,1.68103,677.8,0.19,61.0,2454114.0,188.0,Lovis 2007,Lovis 2007
Kepler-184 b,,0.0949568,10.687576,,90.0,2455002.9315400003,,Rowe 2014,Rowe 2014
GJ 676 A b,4.43286,1.8075700000000001,1050.3,0.32799999999999996,85.7,2455411.9,117.42,Forveille 2011,Forveille 2011
Kepler-60 b,,0.07507689999999999,7.1316185,,,,,Steffen 2013,Batalha 2013
Kepler-1124 b,,0.0277394,2.85234897,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1235 b,,0.0494161,4.16055856,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-151 b,,0.12024100000000001,15.228957999999999,,90.0,2455009.5597900003,,Rowe 2014,Rowe 2014
HIP 109384 b,1.5649899999999999,1.1348200000000002,499.48,0.5489999999999999,104.49,2456337.02,56.53,Hebrard 2016,Hebrard 2016
Kepler-242 c,,0.116354,14.496481,,90.0,2454976.41348,,Rowe 2014,Rowe 2014
Kepler-230 b,,0.199823,32.625555,,90.0,2455027.13742,,Rowe 2014,Rowe 2014
HD 47186 c,0.348285,2.3870400000000003,1353.6,0.249,26.0,2452010.0,6.65,Bouchy 2009,Bouchy 2009
Kepler-463 b,,0.08072289999999999,8.98101683,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1553 b,,0.048585,4.24261881,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1003 b,,0.0471986,3.55485691,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-840 b,,0.0364828,2.49577962,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-351 c,,0.29070100000000004,57.248090000000005,,90.0,2455017.69417,,Rowe 2014,Rowe 2014
Kepler-534 b,,0.126093,15.95994513,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-350 b,,0.0979073,11.189561999999999,,90.0,2454973.6310799997,,Rowe 2014,Rowe 2014
Kepler-382 b,,0.059208300000000005,5.262155,,90.0,2454969.36774,,Rowe 2014,Rowe 2014
Kepler-900 b,,0.0658684,6.9913086,0.0,90.0,,,Morton 2016,Morton 2016
GJ 9827 d,0.0163262,0.05614740000000001,6.201467,,,,2.5,Rodriguez 2018,Niraula 2017
HIP 14810 d,0.5806,1.8862299999999999,950.69651,0.165251,296.832,2454345.169,12.2451,Wright 2009,Wright 2009
Kepler-209 b,,0.124721,16.087845,,90.0,2455005.8133900003,,Rowe 2014,Rowe 2014
Kepler-123 c,,0.174808,26.695073999999998,,90.0,2454976.99812,,Rowe 2014,Rowe 2014
HAT-P-55 b,0.582812,0.0460506,3.5852467000000003,0.0,90.0,2456730.83468,76.7,Juncher 2015,Juncher 2015
HD 142245 b,1.89038,2.77628,1299.0,0.0,234.0,2454760.0,24.8,Johnson 2011,Johnson 2011
Kepler-1251 b,,0.24113400000000001,45.0904643,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-59 c,,0.13608599999999998,17.980123499999998,,,,,Steffen 2013,Borucki 2011
Kepler-493 b,,0.0451413,3.00387658,0.0,90.0,,,Morton 2016,Morton 2016
KIC 11442793 b,,0.07616160000000001,7.008151,,,,,Cabrera 2014,Cabrera 2013
Kepler-1054 b,,0.05535369999999999,4.30655689,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-258 b,,0.109294,13.197220000000002,,90.0,2455004.54424,,Rowe 2014,Rowe 2014
K2-108 b,0.186816,0.057321500000000004,4.73401,0.18,,,21.3,Petigura 2017,Petigura 2017
Kepler-1607 b,,0.116755,13.6473676,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-309 c,,0.43656300000000003,105.35638300000001,,90.0,2454971.68392,,Rowe 2014,Rowe 2014
Kepler-1447 b,,0.28584,56.6747285,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-302 c,,0.495205,127.28218400000002,,90.0,2454996.88937,,Rowe 2014,Rowe 2014
Kepler-1489 b,,0.361423,82.294751,0.0,90.0,,,Morton 2016,Morton 2016
HD 30177 b,9.68782,3.80821,2770.0,0.193,34.0,2451437.0,146.8,Butler 2006,Tinney 2003
Kepler-466 b,,0.272969,51.07926307,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-678 b,,0.071979,7.27503724,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-446 d,,0.035228300000000004,5.148921,0.0,,,,Muirhead 2015,Borucki 2010
Kepler-4 b,0.0772272,0.0455763,3.21346,0.0,90.0,2454956.6127,9.3,Borucki 2010,Borucki 2010
HAT-P-50 b,1.3634,0.045323199999999994,3.1220109000000003,0.0,90.0,2456285.90993,161.3,Hartman 2015,Hartman 2015
Kepler-1370 b,,0.154149,20.2641684,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-882 b,,0.047530199999999995,3.98953967,0.0,90.0,,,Morton 2016,Morton 2016
bet Cnc b,7.8,1.6736400000000002,605.2,0.08,58.9,2453229.8,133.0,Lee 2014,Lee 2014
HD 190647 b,1.9029599999999998,2.07238,1038.1,0.18,232.5,2453868.0,36.4,Naef 2007,Naef 2007
Kepler-530 b,,0.223973,39.30941904,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1522 b,,0.029072399999999998,1.84788917,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-759 b,,0.238842,41.805985,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1351 b,,0.016391299999999998,0.91614077,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-529 c,,0.109729,12.8345022,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-977 b,,0.167537,26.85328322,0.0,90.0,,,Morton 2016,Morton 2016
HD 97658 b,0.024749,0.07963730000000001,9.4909,0.064,351.0,2456361.8051,2.9,Dragomir 2013,Howard 2011
Kepler-261 b,,0.09313339999999999,10.381227,,90.0,2455101.02361,,Rowe 2014,Rowe 2014
Kepler-658 b,,0.0198513,1.28707676,0.0,90.0,,,Morton 2016,Morton 2016
